id|name|description|comics|series|stories|events
1009182|Bishop||306|71|386|8
1011224|Bishop (Ultimate)||1|1|1|0
1009183|Black Bird||0|0|0|0
1009184|Black Bolt||161|71|176|10
1017330|Black Bolt (Marvel War of Heroes)||0|0|0|0
1009185|Black Cat||216|79|244|5
1010910|Black Cat (Ultimate)||5|2|5|0
1010859|Black Crow||1|1|2|0
1011809|Black Knight (Dane Whitman)|Nephew of the villainous Black Knight that went by the name of Nathan Garrett, Dane was summoned by his uncle when he was mortally wounded following a battle with Iron Man.|82|23|84|1
1009186|Black Knight (Sir Percy of Scandia)||107|58|106|3
1009187|Black Panther||724|246|946|17
1017838|Black Panther (Shuri)||58|20|61|0
1011130|Black Panther (Ultimate)||8|4|11|0
1010356|Black Queen||2|2|2|0
1010687|Black Tarantula||23|10|27|1
1009188|Black Tom||15|8|14|1
1009189|Black Widow||590|224|673|16
1017296|Black Widow (LEGO Marvel Super Heroes)||0|0|0|0
1010911|Black Widow (Ultimate)||18|10|18|0
1011498|Black Widow (Yelena Belova)||14|6|14|0
1017109|Black Widow/Natasha Romanoff (MAA)|Natasha Romanoff, also known as Black Widow, is a world-renowned super spy and one of S.H.I.E.L.D.'s top agents. Her hand-to-hand combat skills, intelligence, and unpredictability make her a deadly secret weapon. True to her mysterious nature, Black Widow comes and goes as she pleases, but always appears exactly when her particular skills are needed.|1|1|1|0
1009190|Blackheart||9|4|10|0
1010881|Blacklash||5|4|6|0
1011349|Blackout||5|4|8|0
1009191|Blade||108|51|123|3
1009195|Blastaar||35|21|46|3
1010830|Blazing Skull||3|3|3|0
1011291|Blindfold||24|8|24|0
1011836|Bling!|"The mutant Roxy Washington was born into hip-hop ""royalty"" as the daughter of two famous hip-hop stars and has the power to produce diamonds of varying quality and can expel diamond shards from her body at high velocity."|15|6|15|0
1009197|Blink||63|23|67|3
1009198|Blizzard||13|8|17|1
1009199|Blob||77|32|80|7
1011132|Blob (Ultimate)||14|4|22|0
1009200|Blockbuster||12|8|11|2
1009201|Blok||6|2|5|0
1009202|Bloke||3|2|2|0
1011416|Blonde Phantom||18|3|28|0
1011073|Bloodaxe||5|1|6|0
1009203|Bloodscream||5|2|6|0
1009204|Bloodstorm||23|6|25|0
1010850|Bloodstrike||0|0|0|0
1011113|Blue Blade||1|1|1|0
1011339|Blue Marvel||36|9|41|5
1011264|Blue Shield||1|1|1|0
1010688|Blur||3|3|3|0
1011119|Bob, Agent of Hydra|A cowardly young man, Bob was persuaded into joining the criminal organization HYDRA and has had numerous encounters with Deadpool and other Marvel heroes.|7|6|8|1
1010366|Boom Boom|When Tabitha Smith's mutant nature manifested at age 13, she ran away from her abusive home and eventually hooked up with the New Mutants and, subsequently, X-Force.|72|21|80|7
1009205|Boomer||62|12|73|2
1010371|Boomerang||45|26|49|2
1009206|Box||7|3|10|0
1011236|Bride of Nine Spiders (Immortal Weapons)||10|2|14|1
1014981|Bromley||0|0|0|0
1009208|Brood||44|17|46|3
1011090|Brother Voodoo||11|10|11|1
1009209|Brotherhood of Evil Mutants||30|13|34|0
1014973|Brotherhood of Mutants (Ultimate)||13|4|18|0
1009167|Bruce Banner||126|31|177|7
1009210|Brute||9|6|7|1
1009211|Bucky||83|37|97|1
1011038|Bug||3|3|6|1
1010887|Bulldozer||7|4|8|0
1009212|Bullseye||128|59|140|4
1009213|Bushwacker||12|8|13|1
1011101|Butterfly||8|1|9|0
1009214|Cable||443|122|611|12
1017317|Cable (Deadpool)||38|10|29|2
1017307|Cable (Marvel: Avengers Alliance)||0|0|0|0
1011252|Cable (Ultimate)||2|1|4|0
1017472|Cable (X-Men: Battle of the Atom)||0|0|0|0
1011209|Calamity||11|2|20|1
1009216|Caliban||71|16|77|6
1009217|Callisto||38|10|35|2
1010912|Callisto (Age of Apocalypse)||1|1|1|1
1009218|Calypso||6|3|6|1
1011139|Cammi||4|3|4|1
1009219|Cannonball||292|80|323|12
1011276|Cap'n Oz|William was born into the ClanDestine, making him a creature that is part magic.  After events surrounding the death of his brother Vincent, he moved to Australia where he started an acting career as the superhero Cap'n Oz.|0|0|0|0
1009220|Captain America|Vowing to serve his country any way he could, young Steve Rogers took the super soldier serum to become America's one-man army. Fighting for the red, white and blue for over 60 years, Captain America is the living, breathing symbol of freedom and liberty.|2439|694|3607|31
1010914|Captain America (House of M)||3|3|2|1
1017295|Captain America (LEGO Marvel Super Heroes)||0|0|0|0
1017327|Captain America (Marvel War of Heroes)||0|0|0|0
1017575|Captain America (Sam Wilson)|"<p class=""Body"">Sam Wilson, a Harlem native, previously operated under the name Falcon, fighting alongside the Avengers. When his longtime friend Steve Rogers stepped down as Captain America, Wilson was hand-picked to fill the role. Now the former Falcon soars through the skies wearing red, white and blue.</p>"|69|28|70|2
1010913|Captain America (Ultimate)||75|31|89|0
1017105|Captain America/Steve Rogers (MAA)|During World War II, Steve Rogers enlisted in the military and was injected with a super-serum that turned him into super-soldier Captain America! He's a skilled strategist and even more skilled with his shield, but it's his courage and good heart that makes Captain America both a leader and a true hero. |0|0|0|0
1009223|Captain Britain||178|55|242|8
1017856|Captain Britain (Betsy Braddock)||31|2|31|0
1010915|Captain Britain (Ultimate)||3|1|4|0
1011190|Captain Cross||0|0|0|0
1011196|Captain Flint||0|0|0|0
1010338|Captain Marvel (Carol Danvers)||567|194|666|16
1011096|Captain Marvel (Genis-Vell)||62|5|90|1
1009224|Captain Marvel (Mar-Vell)||199|74|292|6
1011095|Captain Marvel (Monica Rambeau)||36|15|36|1
1011097|Captain Marvel (Phyla-Vell)||17|3|25|0
1011355|Captain Midlands||0|0|0|0
1009225|Captain Stacy|NYPD Captain George Stacy was the father of one-time Peter Parker girlfriend Gwen Stacy.|10|4|8|0
1011027|Captain Universe||24|13|30|2
1011052|Cardiac||10|4|10|1
1010143|Caretaker||4|2|4|1
1009226|Cargill||1|1|1|0
1011258|Carlie Cooper||69|3|93|1
1009688|Carmella Unuscione|Carmella Unuscione was one of the first members of the Magneto's Acolytes.|11|3|11|1
1009227|Carnage||151|76|162|2
1010916|Carnage (Ultimate)||7|3|9|0
1009261|Carol Danvers||31|15|33|3
1009344|Carol Hines||0|0|0|0
1011937|Carrion (Malcolm McBride)|"Malcolm McBride was transformed into Carrion after coming into contact with a Carrion ""virus"" left behind by the High Evolutionary of the Cult of the Jackal in an effort to discredit the actions of the first Carrion."|2|2|2|0
1009478|Cassandra Nova||14|8|11|0
1009230|Catseye||1|1|1|0
1009536|Cecilia Reyes||21|8|24|2
1010813|Celestials||26|14|29|2
1011039|Centennial||12|1|24|0
1011140|Centurions||0|0|0|0
1009231|Cerebro||7|4|8|1
1011141|Cerise||2|1|2|0
1009232|Ch'od||39|14|34|2
1009233|Chamber||54|18|54|1
1009234|Chameleon||43|21|46|2
1010756|Champions||44|25|47|1
1011015|Changeling||0|0|0|0
1009733|Charles Xavier||87|41|96|4
1011331|Charlie Campion||0|0|0|0
1012019|Charlie-27|Like all those who were to live on Jupiter, Charlie's body was bio-genetically engineered to withstand Jupiter's gravity (triple that of Earth), thus giving him a massive body and corresponding strength and endurance.|31|2|52|0
1010754|Chase Stein|Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.|16|8|15|1
1011359|Chat||0|0|0|0
1009237|Chimera||6|2|9|0
1011411|Chores MacGillicudy||1|1|1|0
1011187|Christian Walker||2|2|3|0
1009238|Chronomancer||3|1|4|0
1012065|Chthon|Chthon is a demon taht possesses incalculable magical power, controlling every aspect of the dimension in which he is trapped.|4|2|4|1
1011270|ClanDestine||20|5|37|0
1009239|Clea||109|30|132|2
1014999|Clea (Ultimate)||2|2|1|0
1010809|Clint Barton||34|8|38|1
1009241|Cloak||123|52|130|6
1010823|Cloud 9||20|4|22|4
1011286|Cobalt Man||4|3|6|0
1010676|Colleen Wing|Colleen Wing was raised in Japan by her grandfather Kanji Ozawa, who taught her the ways of a samurai, in which she became highly skilled, after which she teamed up with Misty Knight at the behest of Tony Stark as a new Heroes for Hire tasked with capturing superhumans who have not registered.|87|23|93|3
1010798|Colonel America||0|0|0|0
1009243|Colossus||696|167|853|27
1010917|Colossus (Ultimate)||64|15|110|0
1011410|Confederates of the Curious||1|1|1|0
1009245|Constrictor||34|11|37|5
1011407|Contessa (Vera Vidal)||1|1|1|0
1010346|Controller||7|3|9|0
1009246|Cornelius||0|0|0|0
1009247|Corsair||31|17|24|0
1011353|Cosmo (dog)||8|7|8|1
1011362|Cottonmouth||2|2|2|0
1009249|Count Nefaria||30|17|31|0
1009250|Countess||1|1|1|0
1011272|Crimson Crusader||0|0|0|0
1009251|Crimson Dynamo||40|25|42|1
1017323|Crimson Dynamo (Iron Man 3 - The Official Game)||0|0|0|0
1011169|Crimson King||0|0|0|0
1009252|Crossbones||46|23|61|2
1009253|Crule||7|3|8|0
1009254|Crusher Hogan||3|3|3|0
1014991|Crusher Hogan (Ultimate)||4|3|2|0
1009255|Crystal||121|53|136|8
1011268|Cuckoo||1|1|2|0
1009244|Curt Conners||18|8|16|2
1011174|Cuthbert||0|0|0|0
1009256|Cyber||21|7|23|0
1009257|Cyclops||981|286|1098|29
1010918|Cyclops (Ultimate)||67|16|120|0
1017473|Cyclops (X-Men: Battle of the Atom)||0|0|0|0
1011385|Cypher||26|6|33|2
1011050|D'Ken Neramani||2|2|1|0
1009258|Dagger||124|51|143|6
1010774|Daily Bugle||3|3|4|1
1010719|Daimon Hellstrom||56|25|61|3
1011001|Daken||121|33|128|1
1011333|Dakota North||20|6|21|1
1009259|Damage Control||18|7|18|0
1009453|Dani Moonstar||74|22|93|6
1010776|Danny Rand||1|1|1|0
1009262|Daredevil|"Abandoned by his mother, Matt Murdock was raised by his father, boxer ""Battling Jack"" Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter."|1215|307|1920|17
1017292|Daredevil (LEGO Marvel Super Heroes)||0|0|0|0
1017312|Daredevil (Marvel Heroes)||0|0|0|0
1010919|Daredevil (Ultimate)||22|10|27|0
1011306|Dargo Ktor||1|1|1|0
1011367|Dark Avengers||79|22|109|2
1010907|Dark Beast||10|5|10|2
1009265|Dark Phoenix||21|15|21|1
1011387|Dark X-Men||10|3|17|1
1011020|Darkhawk||56|18|58|2
1009266|Darkstar||24|16|19|1
1011016|Darwin||12|2|13|0
1009267|Dazzler||210|69|277|11
1010920|Dazzler (Ultimate)||16|3|28|0
1010341|Deacon Frost||1|1|1|0
1011087|Dead Girl||9|5|9|0
1009268|Deadpool||878|246|1107|15
1017316|Deadpool (Deadpool)||0|0|0|0
1017336|Deadpool (LEGO Marvel Super Heroes)||0|0|0|0
1017474|Deadpool (X-Men: Battle of the Atom)||0|0|0|0
1009269|Death||28|18|30|2
1009270|Deathbird||36|12|40|3
1011037|Deathcry||8|4|7|3
1010890|Deathlok|&nbsp;|101|32|113|3
1014997|Deathstrike (Ultimate)||1|1|1|0
1009713|Debra Whitman||1|1|1|0
1010717|Debrii||9|3|15|2
1011188|Deena Pilgrim||3|2|4|0
1011023|Defenders||215|44|280|3
1011071|Demogoblin|Jason Macendale, the newest Hobgoblin was down on his luck and offered the demon N'astirh his soul in exchange for power during the  Inferno crisis, turning him into the Demogoblin.|5|3|5|1
1009271|Destiny||46|22|46|4
1009272|Detective Soap||3|1|3|0
1011107|Deviants||10|7|12|0
1017583|Devil Dinosaur (Devil Dinosaur)||93|36|97|2
1017102|Devil Dinosaur (HAS)|They say a dog is man's best friend, so naturally Hulk's best friend is a T-Rex! Devil Dinosaur is the team's trusty prehistoric pet that occasionally lends his massive jaws to the fight. Although he's got tiny arms, Devil's got a big heart and an even bigger bite!|0|0|0|0
1011142|Devos||4|2|7|1
1011260|Dexter Bennett||3|1|4|0
1009273|Diablo||28|17|35|0
1009274|Diamondback (Rachel Leighton)||54|10|61|3
1011040|Dinah Soar||3|2|3|0
1010997|Dirk Anger||0|0|0|0
1009275|Doc Samson||110|30|139|0
1009281|Doctor Doom||465|224|542|13
1011103|Doctor Doom (Ultimate)||12|7|14|0
1011206|Doctor Faustus||9|5|14|0
1009276|Doctor Octopus||166|61|181|4
1010921|Doctor Octopus (Ultimate)||15|5|15|0
1010689|Doctor Spectrum||21|8|24|0
1009282|Doctor Strange||902|307|1135|22
1011358|Doctor Strange (Ultimate)||11|7|11|0
1011500|Doctor Voodoo||47|19|54|2
1011235|Dog Brother #1||9|2|10|1
1009277|Domino||280|72|323|10
1010330|Donald Blake||15|7|23|0
1009278|Doomsday Man||3|2|3|0
1009279|Doop||39|12|52|1
1010879|Doorman||5|3|5|0
1017835|Dora Milaje||35|21|37|0
1011195|Dorian Gray||0|0|0|0
1009280|Dormammu||52|26|58|1
1014992|Dormammu (Ultimate)||3|3|3|0
1017300|Dr. Strange (Marvel: Avengers Alliance)||0|0|0|0
1010677|Dracula||114|45|137|1
1011247|Dragon Lord||3|3|3|0
1009283|Dragon Man||37|20|45|2
1010735|Drax||77|42|80|3
1010368|Dreadnoughts||5|3|9|0
1015007|Dreaming Celestial||3|3|3|0
1011322|Druig||4|1|4|0
1009284|Dum Dum Dugan||67|24|84|3
1009285|Dust||21|10|22|0
1009286|Earthquake||7|6|3|0
1010785|Echo||42|20|45|1
1010787|Eddie Brock||205|80|204|1
1009396|Eddie Lau||0|0|0|0
1010999|"Edward ""Ted"" Forrester"||0|0|1|0
1011072|Edwin Jarvis||106|32|111|5
1011060|Ego||16|14|17|1
1009287|Electro||84|39|97|2
1010922|Electro (Ultimate)||7|5|5|0
1009288|Elektra||228|67|309|9
1010923|Elektra (Ultimate)||11|4|14|0
1010355|Elements of Doom||1|1|1|0
1009290|Elite||1|1|1|0
1011082|Elixir||26|7|34|1
1011122|Elloe Kaifi||3|1|3|0
1010701|Elsa Bloodstone||44|19|46|2
1009310|Emma Frost||423|141|474|17
1009291|Empath||30|8|30|0
1009292|Emplate||10|5|9|1
1010671|Enchantress (Amora)||26|11|38|2
1011432|Enchantress (Sylvie Lushton)||2|2|2|0
1011313|Ender Wiggin||5|2|5|0
1010445|Energizer||10|4|17|0
1011065|Epoch||0|0|0|0
1009293|Erik the Red||6|4|6|0
1010807|Eternals||98|37|137|1
1011061|Eternity||20|13|23|1
1010771|Excalibur||219|34|315|5
1012378|Executioner (Skurge)||4|4|4|2
1009294|Exiles||146|26|215|2
1009295|Exodus||26|20|31|3
1009296|Expediter||0|0|0|0
1011199|Ezekiel||8|3|8|0
1011317|Ezekiel Stane||17|3|24|0
1009248|Fabian Cortez||6|3|6|0
1009297|Falcon|With a mental connection to all birds and a suit that gives him wings to fly, The Falcon has been both the partner to Captain America and an Avenger himself. Whether as a super hero or in his secret identity of social worker Sam Wilson, The Falcon dedicates his life to standing up for others.|200|73|234|7
1017110|Falcon/Sam Wilson (MAA)|Recruited from S.H.I.E.L.D. by his hero and mentor Tony Stark, Falcon is the Avengers' newest and youngest recruit. Like Tony, Sam is a genius with machines and technology. What he lacks in experience, Sam makes up in enthusiasm and determination. Falcon's suit of armor comes fully stocked with holographic wings, explosive flechettes, and retractable talons.|0|0|0|0
1011143|Fallen One||0|0|0|0
1009298|Famine||15|3|15|1
1009299|Fantastic Four|After being exposed to cosmic rays, Reed Richards, Susan Storm, Ben Grimm and Johnny Storm found they had amazing new powers. Reed Richards found he has the ability to stretch his body in any way he wanted, while Susan Storm can turn herself, objects and other people invisible. Ben Grimm transformed into a rocky, super-strong behemoth and Johnny Storm has the ability to set himself on fire. Dubbed the Fantastic Four, Mr. Fantastic, Invisible Woman, Thing and the Human Torch are Marvel's First Family.|1494|423|2358|24
1011013|Fantastic Four (Ultimate)||99|28|116|0
1011111|Fantastick Four||1|1|1|0
1009301|Fantomex||63|17|71|4
1011233|Fat Cobra||16|6|21|1
1009335|Felicia Hardy||3|2|4|1
1009302|Fenris||6|5|5|0
1011213|Feral||9|5|9|1
1009303|Fin Fang Foom||29|18|33|2
1010868|Firebird||35|12|32|2
1009304|Firebrand||7|4|13|0
1014987|Firedrake||0|0|0|0
1009305|Firelord||43|24|49|2
1009306|Firestar||111|47|131|6
1011222|Firestar (Ultimate)||5|4|6|0
1010880|Fixer (Paul Norbert Ebersol)||7|4|7|0
1010863|Flatman||5|3|5|0
1010333|Flying Dutchman||0|0|0|0
1009470|Foggy Nelson||90|34|122|3
1009307|Force Works||28|4|28|1
1009308|Forearm||22|9|21|0
1009309|Forge||156|48|176|9
1014993|Forge (Ultimate)||3|1|5|0
1011177|Forgotten One||2|2|2|2
1009229|Frank Castle||24|10|28|2
1011356|Frankenstein's Monster||27|7|36|1
1009539|Franklin Richards|The son of Reed Richards and Susan Storm of the Fantastic Four, Franklin may one day be the most powerful person on Earth. Right now, he's the son of a genius who finds adventure and fun around every corner.|167|55|221|8
1010980|Franklin Storm|Franklin Storm was the father of Susan and Johnny Storm.|6|4|10|0
1011240|Freak||6|2|9|0
1012478|Frenzy||9|5|9|1
1010799|Frightful Four||19|8|28|0
1011389|Frog Thor||23|8|27|0
1010670|Frog-Man||2|2|3|1
1009377|Gabe Jones||0|0|0|0
1009312|Galactus||234|110|259|9
1011384|Galia||0|0|0|0
1009313|Gambit||498|126|626|14
1011201|Gamma Corps||0|0|0|0
1010763|Gamora||70|32|74|5
1017324|Gamora (Marvel War of Heroes)||0|0|0|0
1010832|Gargoyle||17|6|18|1
1012512|Gargoyle (Isaac Christians)||14|2|27|0
1012513|Gargoyle (Yuri Topolov)||1|1|1|0
1011380|Garia||0|0|0|0
1009383|Garrison Kane||19|10|19|0
1009315|Gateway||29|12|27|3
1009316|Gauntlet (Joseph Green)||29|8|36|5
1011248|Geiger||0|0|0|0
1009556|Gene Sailors||0|0|0|0
1011285|Generation X||102|12|107|1
1009317|Genesis||16|3|16|1
1011098|Genis-Vell||6|2|6|0
1014974|George Stacy (Ultimate)||9|6|4|0
1010749|Gertrude Yorkes||14|5|13|1
1010925|Ghost Rider (Daniel Ketch)||82|25|89|1
1009318|Ghost Rider (Johnny Blaze)||309|85|428|6
1017329|Ghost Rider (Marvel War of Heroes)||0|0|0|0
1017833|Ghost Rider (Robbie Reyes)||32|17|34|0
1011221|Giant Girl||2|1|2|0
1009320|Giant Man||59|24|62|3
1010720|Giant-dok||0|0|0|0
1010926|Giant-Man (Ultimate)||20|10|22|0
1011055|Gideon||22|11|24|1
1012571|Gilgamesh||12|3|13|1
1014982|Git Hoskins||0|0|0|0
1009321|Gladiator (Kallark)||83|43|77|3
1011256|Gladiator (Melvin Potter)||9|6|14|0
1009645|Glenn Talbot|Major Glenn Talbot was member of United States Air Force, United States Army and Hulkbusters.|7|3|11|0
1011144|Glorian||11|2|19|1
1009322|Goblin Queen||9|7|9|1
1011374|Golden Guardian||0|0|0|0
1010927|Goliath (Bill Foster)||28|12|29|2
1009324|Gorgon||62|34|69|5
1012610|Gorgon (Inhumans)||16|10|18|2
1010731|Gorilla Man||19|8|21|2
1011076|Grandmaster||11|10|11|0
1012623|Graviton||12|6|15|2
1010702|Gravity||35|12|38|4
1011041|Great Lakes Avengers||13|5|14|0
1014985|Green Goblin (Barry Norman Osborn)||12|1|12|0
1010928|Green Goblin (Harry Osborn)||11|3|11|2
1011435|Green Goblin (Norman Osborn)||71|35|70|3
1010929|Green Goblin (Ultimate)||2|2|2|0
1009326|Gressill||0|0|0|0
1011420|Grey Gargoyle||28|22|36|3
1011292|Greymalkin||0|0|0|0
1009328|Grim Reaper||33|18|32|1
1010743|Groot||38|17|41|2
1009330|Guardian||36|19|39|2
1011299|Guardians of the Galaxy|A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!|351|99|389|9
1009331|Guardsmen||0|0|0|0
1010709|Gunslinger||0|0|0|0
1009207|GW Bridge||22|3|21|3
1009619|Gwen Stacy|Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.|82|32|77|1
1014994|Gwen Stacy (Ultimate)||27|8|28|0
1011400|H.A.M.M.E.R.||8|5|11|1
1009332|H.E.R.B.I.E.||1|1|1|0
1011391|Hairball||8|2|12|0
1009333|Half-Life (Tony Masterson)||1|1|2|0
1009334|Hammerhead||30|17|33|0
1014995|Hammerhead (Ultimate)||5|4|5|0
